[Header]
TITLE,MPMS DC Measurement
BYAPP,MPMS Measurement,2.1,Summary
FILEOPENTIME, 1434039272.954000 6/11/2015, 12:14:32 PM

INFO, APPNAME, MPMS MultiVu Application, Revision 1.60,  Build 081

INFO, NAME, Nd3Sb3Zn2O14
INFO, WEIGHT, 77.700
INFO, AREA, 1.000
INFO, LENGTH, 1.000
INFO, SHAPE, 0
INFO, COMMENT, 
INFO, SEQUENCE FILE: MT up.seq_5 to 300_quick.seq


INFO, BACKGROUND DATA FILE:, None


STARTUPAXIS,X,4,LINEAR,AUTO,0.000000,0.000000
STARTUPAXIS,Y1,5,LINEAR,AUTO,0.000000,0.000000


STARTUPGROUP,Longitudinal
FIELDGROUP,Longitudinal,1,2,3,4,5,6,7,8,9,15,16,17,18,27,28
FIELDGROUP,Transverse,1,2,3,4,10,11,12,13,14,19,20,21,22,27,28

PLOT_APPEARANCE,ALL,HORZ_GRID_ON,VERT_GRID_ON,MARKERS_AND_LINES

[Data]
Time,Comment,Field (Oe),Temperature (K),Long Moment (emu),Long Scan Std Dev,Long Algorithm,Long Reg Fit,Long Percent Error (%),Trans Moment (emu),Trans Scan Std Dev,Trans Algorithm,Trans Reg Fit,Trans Percent Error (%),Long Moment [w/o ABS] (emu),Long Scan Std Dev [w/o ABS],Long Reg Fit [w/o ABS],Long Percent Error [w/o ABS] (%),Trans Moment [w/o ABS] (emu),Trans Scan Std Dev [w/o ABS],Trans Reg Fit [w/o ABS],Trans Percent Error [w/o ABS] (%),Points per Scan,Scans per Measurement,Scan Length (cm),Delta Temp (K),Rot Position (deg),Error,EC Comp. Running,Using ABS,
1434041929.208,,5.000000e+003,2.308052e+001,3.117663e-002,1.075061e-004,3,9.938465e-001,3.448290e-001,,,,,,,,,,,,,,32,2,4.000000e+000,1.826801e-001,0.000000e+000,0,,0,
1434041993.958,,5.000000e+003,2.358361e+001,3.060747e-002,8.729798e-005,3,9.937934e-001,2.852179e-001,,,,,,,,,,,,,,32,2,4.000000e+000,1.836815e-001,0.000000e+000,0,,0,
1434042058.078,,5.000000e+003,2.409551e+001,3.005481e-002,7.446031e-005,3,9.939579e-001,2.477484e-001,,,,,,,,,,,,,,32,2,4.000000e+000,1.996403e-001,0.000000e+000,0,,0,
1434042144.288,,5.000000e+003,2.478734e+001,2.932041e-002,5.801118e-005,3,9.935618e-001,1.978526e-001,,,,,,,,,,,,,,32,2,4.000000e+000,1.922798e-001,0.000000e+000,0,,0,
1434042259.248,,5.000000e+003,2.499081e+001,2.911820e-002,2.283701e-005,3,9.936483e-001,7.842865e-002,,,,,,,,,,,,,,32,2,4.000000e+000,5.319595e-003,0.000000e+000,0,,0,
1434042337.868,,5.000000e+003,2.500013e+001,2.912970e-002,0.000000e+000,3,9.935770e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,0.000000e+000,0.000000e+000,0,,0,
1434042402.258,,5.000000e+003,2.834339e+001,2.637385e-002,0.000000e+000,3,9.938728e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,6.943798e-001,0.000000e+000,0,,0,
1434042449.268,,5.000000e+003,3.138316e+001,2.428134e-002,0.000000e+000,3,9.941769e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,7.703209e-001,0.000000e+000,0,,0,
1434042488.268,,5.000000e+003,3.437992e+001,2.256788e-002,0.000000e+000,3,9.937212e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,7.623672e-001,0.000000e+000,0,,0,
1434042532.908,,5.000000e+003,3.734095e+001,2.117892e-002,0.000000e+000,3,9.937863e-001,0.000000e+000,,,,,,,,,,,,,,32,1,4.000000e+000,6.942978e-001,0.000000e+000,0,,0,
